year,population,gdp,primary_energy_consumption,energy_per_gdp,energy_per_capita,coal_co2,oil_co2,gas_co2,co2,fossil_fuel_co2
2024,5832387.0,461801118473.0,1053.921,1.939,180701.453,1.143,31.822,20.955,53.919,53.919999999999995
